product_name,price,about_product,reviews,rating
"FUCHSI Klistier met 3 verschillende opzetstukken, anale spoeling van medische siliconen, hygiënisch en BPA-vrij, klysma met 225 ml, optimale darmreiniging van natuurlijk laxeermiddel, darmklysma",10.82,"Bijzonder grondige reiniging: met behulp van de Fuchsi klysma geleid je heel gemakkelijk vloeistof over de anus in de darm – voor een bijzonder eenvoudige en grondige reiniging van de darmen. De verschillende opzetstukken maken een voor jou zo aangenaam mogelijk mogelijk spoelen.
Eenvoudig in gebruik: door het licht opgeruwde oppervlak van de Fuchsi klysbal is hij bijzonder gripvast en ligt hij tijdens de behandeling goed in de hand. Na uw bestelling sturen wij u een gedetailleerde gebruiksaanwijzing per e-mail toe. Na gebruik moet de set grondig met water en een beetje milde zeep worden gereinigd.
Uitgebreide set: onze klystier-kit bevat een klysmeerbal met 225 ml inhoud van medische siliconen en drie verschillende opzetstukken. Een bijzonder zachte klysmeerspuit van 11,5 cm, een kort klysma opzetstuk van 7 cm en een lange klysmeerpunt van 15 cm garanderen een zeer grondige spoeling van de darm. Voor een bijzonder eenvoudige en zorgvuldige reiniging van de gebruiksvoorwerpen bevat de Fuchsi klysma set bovendien een reinigingsborstel.
Waar een inloop? : Het klysma dient bijvoorbeeld voor de behandeling van verstoppingen, darmproblemen, obstipatie of darmdraagheid. Vaak wordt het uitgevoerd ter voorbereiding op een urologisch, röntgenologisch of gynaecologisch onderzoek of een rectoscopie. Bovendien werkt het ondersteunend bij een vastenkuur, zoals helende vasten of wordt het gebruikt voor lichaamsverzorging.
FUCHSI Als een in Duitsland gevestigd merk van baby- en hygiëneproducten ligt de tevredenheid van onze klanten ons bijzonder na aan het hart. Wij ondersteunen u graag zowel telefonisch als per e-mail. Aarzel niet om contact met ons op te nemen als je vragen hebt over Fuchsi producten.","[{'title': 'good quality', 'text': 'good quality', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Völlig zufrieden, empfehlenswert', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Francamente mal:Solo hay unos textos genéricos en Alemán e Ingles en la caja. Ningún tipo de instrucciones de uso.', 'rating': 1.0}, {'title': 'Title not found', 'text': 'Pünktlich, gut und schnell!', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Gute Qualität', 'rating': 4.0}, {'title': 'Title not found', 'text': 'Zur Stuhlerleichterung', 'rating': 5.0}]",4.3
"Yoga Diąmōņd Pilate Strength Toy,klėùr-willėkėùrig",23.99,The smooth head adapts to your hole shape.,[],0.0
"DAIKK Đldů Beginnerartículo Con Su Pareja ujęr, sjḑor rostt rostt sj rosttico Jgt Virtion Plĝ TАpn Btť nАtt ¨ P in Femenin Hombre Relajación",40.1,"Diseño Del Modo de Control Remoto: Rápido Y Rico, Puede Usar el Control Remoto para Ajustar 10 Modos.
100% Impermeable: con un Diseño sin Costuras.
Carga: Carga Rápida Usb, Lo Que Reduce el Problema Del Reemplazo Frecuente de la Batería.
La Forma Eestá Diseñada para un Juego Seguro.
Embalaje Cuidadoso Respeta Tu Privacidad. la Información Confidencial Del Producto No Aparecera en el Embalaje Exterior",[],0.0
Inflatable Pl'ùg Kit Ànâles-Plúg Silicone Àmàl Didos Ðíl'd? B-ütt Saxx for Women and Men,16.69,"Material: skin-friendly silicone. Made of non-toxic polymer materials, harmless and safe to use. Soft and elastic, no skin damage
❤Rechargeable USB design: easy to clean for reuse. Quick and easy to charge with USB cable. Super elastic, durable, waterproof and reusable.
❤ Powerful Multi-Speed Motor: The rechargeable multi-speed model is designed to please both partners.
❤Best Gift: frosted texture with luxury packaging, definitely the best gift for boyfriend or husband; makes your life much more interesting
❤ Multi-Speed & Strong Motor - The multi-speed rechargeable model with dual massagers is designed to please both partners.",[],0.0
Va Et Vient Silicone Realiste pour Femme Gönâles Btt Verre Petit Souple,19.84,"❤【10 modes】- With 10 adjustable settings
USB Charging & Waterproof Design - You can enjoy it in the shower room, bedroom, etc.
Travel size and quiet - Weight about 100g, Sound < 50dB, Easily fit in your pocket.
Sanitary and easy to clean: you only need soap and water to clean and protect your health.
WARRANTY - We offer a 180-day return and exchange guarantee on this high quality massager.",[],0.0
Inflatable Pl'ùg Kit Ànâles-Plúg Silicone Àmàl Didos Ðíl'd? B-ütt Saxx for Women and Men,16.35,"【USB Rechargeable】Easy anywhere - Fast charging and prolonged use give you a constant flow of stimulation.
【100% WATERPROOF】The whole massager is waterproof, you can rinse it with water, so you can enjoy it carefree while showering or bathing, but the charging port must be closed beforehand.
【Multi VIBRING MODES】Multi kinds of vibration mode intensity massage can stimulate all parts and bring you a more pleasant feeling. Enjoy all kinds of pleasure, free yourself and enjoy the orgasm.
【HIGH QUALITY MEDICAL SILICONE】Masseur Flirt the benefits of elasticity, non-toxic, odorless and safe to use. It can make you feel like never before and bring you a lot of fun.
We offer the best confidential protection and the product is carefully packaged without any associated images or text.",[],0.0
"Durex 2-in-1 Aloe Vera Massage and Lubricant - For massages of the whole body and intimate areas, with massage applicator for easy application - 200 ml (colour of the package may vary)",6.49,"Package Contents: 200ml original is included Durex 2-in-1 aloe vera massage and lubricant
MORE SEX SEX PERIMENTS, MORE FUN: With its smooth and silky texture, the 2-in-1 water-based massage and lubricating gel is perfect for sensual body massages and pleasantly smooth sex
SELECTED INGREDIENTS: Thanks to its formula with nourishing aloe vera extracts and without the addition of fragrances and dyes, the gel is suitable for use all over the body and in the genital area
PROTING IT IS SEXY: No matter how much you love your sex, the 2-in-1 gel easily integrates into lovemaking — whether as a massage gel or as a lubricant. It is suitable for condoms and can be used together with sex toys
WATERBASE FORMULA: The water-based experience gel is particularly easy to use as it does not stick, does not leave stains, soluble in water and is easy to wash off
PROVEN QUALITY: The bottle is made of 100% recycled plastic (excluding cap and label)","[{'title': 'Excellent product', 'text': 'Nice lub which it works well for massages too (it goes dry quite fast so not recommended just for massage). It also tastes and smells good. if you want to give a nice experience to your couple starting with a massage this is your product 😉', 'rating': 5.0}, {'title': 'Excellent Product', 'text': 'I received the product on time, well package and good quality', 'rating': 5.0}, {'title': 'Werk goed', 'text': 'Mijn vrouw klinkte zeer tevreden dus 5/5', 'rating': 5.0}, {'title': 'Ontevreden', 'text': 'Het pakket is onverpakt aangekomen en dit is niet de eerste keer', 'rating': 1.0}, {'title': 'Voelt goed', 'text': 'Voelt goed maar zal maar geen video maken', 'rating': 5.0}, {'title': 'Prima', 'text': 'Precies zoals omschreven', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Buen lubricante', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Gör sitt jobb bra. Onlinepriset känns lite dyrt, men jag har inte hittat något alternativ lokalt än', 'rating': 5.0}, {'title': 'Title not found', 'text': ""Un peu chère pour ce que c'est, bien qu'efficace."", 'rating': 5.0}, {'title': 'Title not found', 'text': 'Perfetto per massaggi sensuali veloce la consegna da provate altre fragranze', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Es de calidad y con muy copo cunde mucho', 'rating': 5.0}]",4.4
"TISVY Waterproof attachment, quiet, portable, multiple modes of use",124.99,"Material: ABS and silicone.
Provides a powerful push mode.
The height and angle can be adjusted freely, it's up to you.
The base is fully upgraded, beautiful and practical.
We are here to serve you and hope that your shopping experience will be more enjoyable.",[],0.0
JOYDIVISION Original BIOglide anal lubricant 80ml I Lubricant 100% natural & vegan I Water-based lubricant I Organic lubricant suitable for latex condoms,9.57,"ORGANIC LUBRIANT - Our BIOglide anal lubricant combines elevated, long-lasting gliding with certified natural ingredients and lets your love life flourish in a pleasant way.
WATERBASED - The neutral BIO anal lubricant is water-based and therefore offers excellent gliding properties, does not leave annoying stains, does not stick and is easy to wipe clean.
100% NATURAL - The lubricant is free from synthetic fragrances and dyes and preservatives and is suitable for anal, vaginal and oral use as well as for use with condoms and lovetoys.
SKIN-FRIENDLY - The water-based lubricant has a silky, moisturizing texture and is very skin-friendly - the gel is vegan, pH optimized, water-soluble and fat-free.
BIOglide by JOYDIVISION - Our certified organic products are manufactured in Germany to the highest quality standards and are dermatologically tested.","[{'title': 'Title not found', 'text': 'Gutes Produkt. Angenehm. Riecht neutral.', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Well that’s a silly question for a sexual lubricant, so here’s a silly answer, it makes a nice cherry flavoured to brush my teeth with.', 'rating': 5.0}, {'title': 'Title not found', 'text': 'Ottimo lubrificante ,io lo uso per lubrificare i bossoli per la ricarica munizioni , funziona alla grande e non mi tocca asciugare gli stessi in quando dopo poco il lubrificante si asciuga da solo evitandomi di perdere tempo .', 'rating': 5.0}, {'title': 'Title not found', 'text': ""produit convient très bien pour les actes qu'ils lui soit conviés….doux et un parfum agréable …adoucis vos jeux et vous prenez plaisir avec votre partenaire.je recommande"", 'rating': 5.0}, {'title': 'Title not found', 'text': 'Olor muy agradable  y fácil de usar .', 'rating': 5.0}]",4.3
Sex plug Debutant Small Bite Plūg Ànàle Hömme Débūtànt Silicóne Próśtàte Vîbrátéọr Šimúlátór Hommës Vībró-màśsëūr Va and Vîěnt Femmé Āńus Plug,34.03,"The specially designed tapered tip is ideal for beginners and provides a smooth, relaxed entrance.
Easy to clean: clean with warm water and regular soap, then towel dry.
Very suitable for honeymoon gifts, wedding gifts, special day gifts, very suitable for a theme party, dance party, etc.
Portable: the size fits in your bag, so you can take it anywhere",[],0.0
Male Plúg Ànâlé Woman Lovely P-l-ù-g Anà-l-ê per-lês Anà-l-ês Fêm-me Hom-me Dêb-u-tànt Sili-conê Vïb-r-ânt Gon-flâble Mâ-SS-EUR de P-Rost-àte Plúg Bûtt Plûg,33.94,"9 speeds The deep tissue massager has 9 modes
❤ Customized design: perfect shape.Clitoris Massager, Stîmülateúr de Clîtórîdieñ,Plùg Anàlê Prostàté Māsséur 9 modes are available, USB charging, 100% waterproof
❤ [Portable Charging] The electric massager is equipped with a high-quality rechargeable USB port, which can be quickly charged in 1.5 hours and supports 60 to 90 minutes of working time.
❤ [Upgrade powerful low-noise motor] The hand massager uses a motor with unique noise reduction technology. Achieve a deep massage. (45 dB) The low noise level gives you.
❤ [Ideal Portable Gift] This massage device is convenient to take with you to offices, swimming pools, gyms and other venues. As a gift, the device is perfect for everyone.",[],0.0
Male Plúg Ànâlé Woman Lovely P-l-ù-g Anà-l-ê per-lês Anà-l-ês Fêm-me Hom-me Dêb-u-tànt Sili-conê Vïb-r-ânt Gon-flâble Mâ-SS-EUR de P-Rost-àte Plúg Bûtt Plûg,22.2,"9 speeds The deep tissue massager has 9 modes
❤ Customized design: perfect shape.Clitoris Massager, Stîmülateúr de Clîtórîdieñ,Plùg Anàlê Prostàté Māsséur 9 modes are available, USB charging, 100% waterproof
❤ [Portable Charging] The electric massager is equipped with a high-quality rechargeable USB port, which can be quickly charged in 1.5 hours and supports 60 to 90 minutes of working time.
❤ [Upgrade powerful low-noise motor] The hand massager uses a motor with unique noise reduction technology. Achieve a deep massage. (45 dB) The low noise level gives you.
❤ [Ideal Portable Gift] This massage device is convenient to take with you to offices, swimming pools, gyms and other venues. As a gift, the device is perfect for everyone.",[],0.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",16.27,"Each fitness ring is made with care and I believe it will bring you and your partner happiness.
Ergonomic design: in line with the elegant curve of the human body, ultra-flexible, flexible head, perfectly adapts to the contours of the body.
100% water resistant, can satisfy your deepest desires in the bath, shower or by the pool.
Elastic and stretchy Stretchy long enough to feel good on the skin no matter the size Incredibly easy to use The effect is a clear and effective improvement Well designed and to wear at will.
Please contact us if you have any questions.",[],0.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",24.21,"Each fitness ring is made with care and I believe it will bring you and your partner happiness.
Ergonomic design: in line with the elegant curve of the human body, ultra-flexible, flexible head, perfectly adapts to the contours of the body.
100% water resistant, can satisfy your deepest desires in the bath, shower or by the pool.
Elastic and stretchy Stretchy long enough to feel good on the skin no matter the size Incredibly easy to use The effect is a clear and effective improvement Well designed and to wear at will.
Please contact us if you have any questions.",[],0.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",15.09,"【USB Rechargeable】Easy anywhere - Fast charging and prolonged use give you a constant flow of stimulation.
【100% WATERPROOF】The whole massager is waterproof, you can rinse it with water, so you can enjoy it carefree while showering or bathing, but the charging port must be closed beforehand.
【Multi VIBRING MODES】Multi kinds of vibration mode intensity massage can stimulate all parts and bring you a more pleasant feeling. Enjoy all kinds of pleasure, free yourself and enjoy the orgasm.
【HIGH QUALITY MEDICAL SILICONE】Masseur Flirt the benefits of elasticity, non-toxic, odorless and safe to use. It can make you feel like never before and bring you a lot of fun.
We offer the best confidential protection and the product is carefully packaged without any associated images or text.",[],0.0
Inflatable Pl'ùg Kit Ànâles-Plúg Silicone Àmàl Didos Ðíl'd? B-ütt Saxx for Women and Men,23.73,"★Double Penile Vibrating T-Shirt Ring Pleasure Ring Male Testicular Silicone Extensor
★ Waterproof elastic silicone compression rings for men
★ Sports designed for men for safety and durability. The devices can quickly add length and girth for maximum pleasure. This can limit blood reflux and allow him to come upright. You can have fun and bring it into your life.
★ Devices can quickly add length and girth for maximum enjoyment.
★ This can limit blood backflow and straighten it.",[],0.0
Metal B-ütt an-âl Pl-ùg Beginner Small Size Stainless Steel Am'al P'lu'gs For Men And Women,41.84,"The kit D'entraînement And Silicone Marron Lisse Et Doux l ûţţţţ l&g &l femme rô& ômm l&g l & gl g y xl l q
Material: silicone, not easy to deform and break. No harm to the human body and you will enjoy its elasticity and softness.
Easy to clean: clean with lukewarm water and normal soap, then dry with a towel.",[],0.0
[Τσγs]Mėdicijśćhė mątėėė¨iąėėņ tąęęśćośćtėņ Ćómfóěětąbėėėė durable safe health ążėėņ,24.99,Hard and smooth surface.,[],0.0
"Training Fitness Amazing Set Relaxtion Flexibable Tó, 3Pcs",44.99,Hard and smooth surface.,[],0.0
- Pṛoșťaťe Mạssẹür Pṛoštåtĩqúe 6 Pcs/Set Jøuéts Pour Âdúlṭés Vîbrômásseúrs Plúg Ànâlé Femme Débutante Sèxtôysé Mạssẹür Plúg Ànâlé Sèxtôôse ysé Plâï sir Femme Homme Masșagęr,21.0,"- Matériel: Silicone, Pas Facile À Déformer Et À Casser. Il Est Inoffensif Pour Le Corps Humain, Et Vous Aimerez Son Élasticité Et Sa Dsucemur.
- Idéal Pour Les Débutants, La Pointe Conique Spécialement Conçue Offre Une Entrée Douce Et Relaxante.
- Facile À Nettoys : Nettoys À L'Eau Tiède Et Au Savon Ordinaire, Puis Sécher Avec Une Serviette.
- Très Approprié Pour Les Cadeaux de Lune de Miel, Les Cadeaux de Mariage, Les Cadeaux D'Un Jour Spécial, Très Approprié Pour Une Soirée Déguisée À Theme, Une Soirée Dansante, etc.
- Portable : La Taille Tient Dance Le Sac Et Il Est Pratique de Le Transporter N'Importe Où.",[],0.0
Male Plúg Ànâlé Woman Lovely P-l-ù-g Anà-l-ê per-lês Anà-l-ês Fêm-me Hom-me Dêb-u-tànt Sili-conê Vïb-r-ânt Gon-flâble Mâ-SS-EUR de P-Rost-àte Plúg Bûtt Plûg,25.43,"Remote control: Simple one-button design, easy to use.
Multi-vibration mode: Vibration modes, precise, powerful motor. Make your experience more exciting.
Multifunctional Massager - This massager has a powerful vibration motor that can stimulate 3 contact points on the back, stimulate sensitive areas of the back and give you more fun.
100% Waterproof Design: This means you don't have to stop having fun while bathing, you can even use it in swimming pools and the sea.
Material: medical grade silicone, odorless, not easily deformed or cracked. It does not harm the human body and you will enjoy its elasticity and softness.",[],0.0
"WDSMKL Leuke Glas Amal Kralen Plug Speelgoed, Waterdicht voor Vrouwen Beginner Training Kit WDSMKL",23.99,"❤ Goed waterdicht ontwerp, kan in de badkamer of het zwembad worden gebruikt, kan met water worden gewassen.
❤ Je kunt verwarmen of afkoelen om extra verrassingen te krijgen volgens je wensen.
❤ Mooi kristalglas, biedt een zijdezacht gevoel voor comfort en lichaamsbeweging.
❤ Veilig, niet giftig, geen geur, zeer geschikt voor beginners om je leven te verrijken.""",[],0.0
Inflatable Pl'ùg Kit Ànâles-Plúg Silicone Àmàl Didos Ðíl'd? B-ütt Saxx for Women and Men,14.07,"★Double Penile Vibrating T-Shirt Ring Pleasure Ring Male Testicular Silicone Extensor
★ Waterproof elastic silicone compression rings for men
★ Sports designed for men for safety and durability. The devices can quickly add length and girth for maximum pleasure. This can limit blood reflux and allow him to come upright. You can have fun and bring it into your life.
★ Devices can quickly add length and girth for maximum enjoyment.
★ This can limit blood backflow and straighten it.",[],0.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",20.0,"Each fitness ring is made with care and I believe it will bring you and your partner happiness.
Ergonomic design: in line with the elegant curve of the human body, ultra-flexible, flexible head, perfectly adapts to the contours of the body.
100% water resistant, can satisfy your deepest desires in the bath, shower or by the pool.
Elastic and stretchy Stretchy long enough to feel good on the skin no matter the size Incredibly easy to use The effect is a clear and effective improvement Well designed and to wear at will.
Please contact us if you have any questions.",[],0.0
"Pompon Nero con plug Lungo affusolato in acciaio, varie misure S",14.87,"Zwarte pompon met pluche lange halter van staal.
Maat S: lengte: 9 cm, diameter: 3 cm.
Maat M: lengte: 10 cm, diameter: 3,5 cm.
Maat L: lengte: 11 cm, diameter: 4 cm.
Origineel product van Bondagerie, verzending 100%",[],5.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",19.14,,[],0.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",34.14,,[],0.0
Inflatable Pl'ùg Kit Ànâles-Plúg Silicone Àmàl Didos Ðíl'd? B-ütt Saxx for Women and Men,21.86,"Material: skin-friendly silicone. Made of non-toxic polymer materials, harmless and safe to use. Soft and elastic, no skin damage
❤Rechargeable USB design: easy to clean for reuse. Quick and easy to charge with USB cable. Super elastic, durable, waterproof and reusable.
❤ Powerful Multi-Speed Motor: The rechargeable multi-speed model is designed to please both partners.
❤Best Gift: frosted texture with luxury packaging, definitely the best gift for boyfriend or husband; makes your life much more interesting
❤ Multi-Speed & Strong Motor - The multi-speed rechargeable model with dual massagers is designed to please both partners.",[],0.0
"Metal B-ütt an-âl Pl-ùg Àmàl Luxury Diamond Design Butt Trainer Set for Women Men Beginners, Erotic Games plạy",22.96,"【USB Rechargeable】Easy anywhere - Fast charging and prolonged use give you a constant flow of stimulation.
【100% WATERPROOF】The whole massager is waterproof, you can rinse it with water, so you can enjoy it carefree while showering or bathing, but the charging port must be closed beforehand.
【Multi VIBRING MODES】Multi kinds of vibration mode intensity massage can stimulate all parts and bring you a more pleasant feeling. Enjoy all kinds of pleasure, free yourself and enjoy the orgasm.
【HIGH QUALITY MEDICAL SILICONE】Masseur Flirt the benefits of elasticity, non-toxic, odorless and safe to use. It can make you feel like never before and bring you a lot of fun.
We offer the best confidential protection and the product is carefully packaged without any associated images or text.",[],0.0
Inflatable Pl'ùg Kit Ànâles-Plúg Silicone Àmàl Didos Ðíl'd? B-ütt Saxx for Women and Men,23.77,"★Double Penile Vibrating T-Shirt Ring Pleasure Ring Male Testicular Silicone Extensor
★ Waterproof elastic silicone compression rings for men
★ Sports designed for men for safety and durability. The devices can quickly add length and girth for maximum pleasure. This can limit blood reflux and allow him to come upright. You can have fun and bring it into your life.
★ Devices can quickly add length and girth for maximum enjoyment.
★ This can limit blood backflow and straighten it.",[],0.0
